data_download_start_utc=2026-05-14T04:57:57Z
data_download_done_utc=2026-05-14T04:57:57Z
train_start_utc=2026-05-14T04:57:57Z
W0514 04:57:58.794000 3214 torch/distributed/run.py:852] 
W0514 04:57:58.794000 3214 torch/distributed/run.py:852] *****************************************
W0514 04:57:58.794000 3214 torch/distributed/run.py:852] Setting OMP_NUM_THREADS environment variable for each process to be 1 in default, to avoid your system being overloaded, please further tune the variable for optimal performance in your application as needed. 
W0514 04:57:58.794000 3214 torch/distributed/run.py:852] *****************************************
[Gloo] Rank 0 is connected to 7 peer ranks. Expected number of connected peer ranks is : 7
[Gloo] Rank 1 is connected to 7 peer ranks. Expected number of connected peer ranks is : 7
[Gloo] Rank 2 is connected to 7 peer ranks. Expected number of connected peer ranks is : 7
[Gloo] Rank 3 is connected to 7 peer ranks. Expected number of connected peer ranks is : 7
[Gloo] Rank 4 is connected to 7 peer ranks. Expected number of connected peer ranks is : 7
[Gloo] Rank 5 is connected to 7 peer ranks. Expected number of connected peer ranks is : 7
[Gloo] Rank 7[Gloo] Rank  is connected to 76 peer ranks.  is connected to Expected number of connected peer ranks is : 77 peer ranks. 
Expected number of connected peer ranks is : 7
Warning: You are sending unauthenticated requests to the HF Hub. Please set a HF_TOKEN to enable higher rate limits and faster downloads.
Warning: You are sending unauthenticated requests to the HF Hub. Please set a HF_TOKEN to enable higher rate limits and faster downloads.
Warning: You are sending unauthenticated requests to the HF Hub. Please set a HF_TOKEN to enable higher rate limits and faster downloads.
Warning: You are sending unauthenticated requests to the HF Hub. Please set a HF_TOKEN to enable higher rate limits and faster downloads.
Warning: You are sending unauthenticated requests to the HF Hub. Please set a HF_TOKEN to enable higher rate limits and faster downloads.
Fetching 4 files:   0%|          | 0/4 [00:00<?, ?it/s]Fetching 4 files: 100%|██████████| 4/4 [00:00<00:00, 72944.42it/s]
Fetching 4 files:   0%|          | 0/4 [00:00<?, ?it/s]Fetching 4 files: 100%|██████████| 4/4 [00:00<00:00, 76959.71it/s]
Fetching 4 files:   0%|          | 0/4 [00:00<?, ?it/s]Fetching 4 files: 100%|██████████| 4/4 [00:00<00:00, 52924.97it/s]
Fetching 4 files:   0%|          | 0/4 [00:00<?, ?it/s]Fetching 4 files: 100%|██████████| 4/4 [00:00<00:00, 9341.43it/s]
Fetching 4 files:   0%|          | 0/4 [00:00<?, ?it/s]Fetching 4 files: 100%|██████████| 4/4 [00:00<00:00, 6641.81it/s]
Fetching 4 files:   0%|          | 0/4 [00:00<?, ?it/s]Fetching 4 files: 100%|██████████| 4/4 [00:00<00:00, 9805.50it/s]
Fetching 4 files:   0%|          | 0/4 [00:00<?, ?it/s]Fetching 4 files: 100%|██████████| 4/4 [00:00<00:00, 73908.44it/s]
logs/4b45738b-1c0f-404b-a2a0-c4c74067ba57.txt
Fetching 4 files:   0%|          | 0/4 [00:00<?, ?it/s]Fetching 4 files: 100%|██████████| 4/4 [00:00<00:00, 5385.94it/s]
Compiling model and warming up kernels (~7 minutes on first execution)
Sampling steps [0, 1, 478, 479, 480, 481, 958, 959, 960, 961, 1438, 1439, 1440, 1441] for warmup
Resetting Model
step:0/1480 val_loss:10.8314 train_time:0ms step_avg:0.03ms
step:1/1480 train_time:51ms step_avg:51.20ms
step:414/1480 train_time:12103ms step_avg:29.23ms
step:415/1480 train_time:12129ms step_avg:29.23ms
step:416/1480 train_time:12162ms step_avg:29.24ms
step:417/1480 train_time:12187ms step_avg:29.23ms
step:418/1480 train_time:12220ms step_avg:29.23ms
step:419/1480 train_time:12245ms step_avg:29.23ms
step:420/1480 train_time:12279ms step_avg:29.24ms
step:421/1480 train_time:12304ms step_avg:29.23ms
step:422/1480 train_time:12338ms step_avg:29.24ms
step:423/1480 train_time:12364ms step_avg:29.23ms
step:424/1480 train_time:12397ms step_avg:29.24ms
step:425/1480 train_time:12423ms step_avg:29.23ms
step:426/1480 train_time:12455ms step_avg:29.24ms
step:427/1480 train_time:12482ms step_avg:29.23ms
step:428/1480 train_time:12515ms step_avg:29.24ms
step:429/1480 train_time:12541ms step_avg:29.23ms
step:430/1480 train_time:12573ms step_avg:29.24ms
step:431/1480 train_time:12599ms step_avg:29.23ms
step:432/1480 train_time:12632ms step_avg:29.24ms
step:433/1480 train_time:12657ms step_avg:29.23ms
step:434/1480 train_time:12690ms step_avg:29.24ms
step:435/1480 train_time:12715ms step_avg:29.23ms
step:436/1480 train_time:12748ms step_avg:29.24ms
step:437/1480 train_time:12773ms step_avg:29.23ms
step:438/1480 train_time:12807ms step_avg:29.24ms
step:439/1480 train_time:12832ms step_avg:29.23ms
step:440/1480 train_time:12865ms step_avg:29.24ms
step:441/1480 train_time:12890ms step_avg:29.23ms
step:442/1480 train_time:12924ms step_avg:29.24ms
step:443/1480 train_time:12949ms step_avg:29.23ms
step:444/1480 train_time:12982ms step_avg:29.24ms
step:445/1480 train_time:13007ms step_avg:29.23ms
step:446/1480 train_time:13040ms step_avg:29.24ms
step:447/1480 train_time:13066ms step_avg:29.23ms
step:448/1480 train_time:13099ms step_avg:29.24ms
step:449/1480 train_time:13124ms step_avg:29.23ms
step:450/1480 train_time:13158ms step_avg:29.24ms
step:451/1480 train_time:13183ms step_avg:29.23ms
step:452/1480 train_time:13216ms step_avg:29.24ms
step:453/1480 train_time:13241ms step_avg:29.23ms
step:454/1480 train_time:13274ms step_avg:29.24ms
step:455/1480 train_time:13300ms step_avg:29.23ms
step:456/1480 train_time:13333ms step_avg:29.24ms
step:457/1480 train_time:13359ms step_avg:29.23ms
step:458/1480 train_time:13391ms step_avg:29.24ms
step:459/1480 train_time:13417ms step_avg:29.23ms
step:460/1480 train_time:13450ms step_avg:29.24ms
step:461/1480 train_time:13475ms step_avg:29.23ms
step:462/1480 train_time:13509ms step_avg:29.24ms
step:463/1480 train_time:13536ms step_avg:29.23ms
step:464/1480 train_time:13568ms step_avg:29.24ms
step:465/1480 train_time:13594ms step_avg:29.23ms
step:466/1480 train_time:13626ms step_avg:29.24ms
step:467/1480 train_time:13652ms step_avg:29.23ms
step:468/1480 train_time:13685ms step_avg:29.24ms
step:469/1480 train_time:13710ms step_avg:29.23ms
step:470/1480 train_time:13744ms step_avg:29.24ms
step:471/1480 train_time:13768ms step_avg:29.23ms
step:472/1480 train_time:13802ms step_avg:29.24ms
step:473/1480 train_time:13827ms step_avg:29.23ms
step:474/1480 train_time:13860ms step_avg:29.24ms
step:475/1480 train_time:13885ms step_avg:29.23ms
step:476/1480 train_time:13919ms step_avg:29.24ms
step:477/1480 train_time:13944ms step_avg:29.23ms
step:478/1480 train_time:13977ms step_avg:29.24ms
step:479/1480 train_time:14002ms step_avg:29.23ms
step:480/1480 train_time:14035ms step_avg:29.24ms
step:481/1480 train_time:14062ms step_avg:29.23ms
step:482/1480 train_time:14118ms step_avg:29.29ms
step:483/1480 train_time:14170ms step_avg:29.34ms
step:484/1480 train_time:14227ms step_avg:29.39ms
step:485/1480 train_time:14280ms step_avg:29.44ms
step:486/1480 train_time:14336ms step_avg:29.50ms
step:487/1480 train_time:14387ms step_avg:29.54ms
step:488/1480 train_time:14444ms step_avg:29.60ms
step:489/1480 train_time:14495ms step_avg:29.64ms
step:490/1480 train_time:14552ms step_avg:29.70ms
step:491/1480 train_time:14603ms step_avg:29.74ms
step:492/1480 train_time:14660ms step_avg:29.80ms
step:493/1480 train_time:14712ms step_avg:29.84ms
step:494/1480 train_time:14768ms step_avg:29.89ms
step:495/1480 train_time:14820ms step_avg:29.94ms
step:496/1480 train_time:14876ms step_avg:29.99ms
step:497/1480 train_time:14928ms step_avg:30.04ms
step:498/1480 train_time:14984ms step_avg:30.09ms
step:499/1480 train_time:15035ms step_avg:30.13ms
step:500/1480 train_time:15090ms step_avg:30.18ms
step:500/1480 val_loss:4.2086 train_time:15152ms step_avg:30.30ms
step:501/1480 train_time:15172ms step_avg:30.28ms
step:502/1480 train_time:15199ms step_avg:30.28ms
step:503/1480 train_time:15250ms step_avg:30.32ms
step:504/1480 train_time:15308ms step_avg:30.37ms
step:505/1480 train_time:15361ms step_avg:30.42ms
step:506/1480 train_time:15417ms step_avg:30.47ms
step:507/1480 train_time:15469ms step_avg:30.51ms
step:508/1480 train_time:15525ms step_avg:30.56ms
step:509/1480 train_time:15576ms step_avg:30.60ms
step:510/1480 train_time:15632ms step_avg:30.65ms
step:511/1480 train_time:15684ms step_avg:30.69ms
step:512/1480 train_time:15741ms step_avg:30.74ms
step:513/1480 train_time:15792ms step_avg:30.78ms
step:514/1480 train_time:15847ms step_avg:30.83ms
step:515/1480 train_time:15899ms step_avg:30.87ms
step:516/1480 train_time:15955ms step_avg:30.92ms
step:517/1480 train_time:16007ms step_avg:30.96ms
step:518/1480 train_time:16065ms step_avg:31.01ms
step:519/1480 train_time:16119ms step_avg:31.06ms
step:520/1480 train_time:16178ms step_avg:31.11ms
step:521/1480 train_time:16231ms step_avg:31.15ms
step:522/1480 train_time:16287ms step_avg:31.20ms
step:523/1480 train_time:16338ms step_avg:31.24ms
step:524/1480 train_time:16396ms step_avg:31.29ms
step:525/1480 train_time:16447ms step_avg:31.33ms
step:526/1480 train_time:16503ms step_avg:31.37ms
step:527/1480 train_time:16554ms step_avg:31.41ms
step:528/1480 train_time:16609ms step_avg:31.46ms
step:529/1480 train_time:16660ms step_avg:31.49ms
step:530/1480 train_time:16717ms step_avg:31.54ms
step:531/1480 train_time:16768ms step_avg:31.58ms
step:532/1480 train_time:16824ms step_avg:31.62ms
step:533/1480 train_time:16875ms step_avg:31.66ms
step:534/1480 train_time:16931ms step_avg:31.71ms
step:535/1480 train_time:16983ms step_avg:31.74ms
step:536/1480 train_time:17040ms step_avg:31.79ms
step:537/1480 train_time:17093ms step_avg:31.83ms
step:538/1480 train_time:17150ms step_avg:31.88ms
step:539/1480 train_time:17203ms step_avg:31.92ms
step:540/1480 train_time:17260ms step_avg:31.96ms
step:541/1480 train_time:17312ms step_avg:32.00ms
step:542/1480 train_time:17368ms step_avg:32.04ms
step:543/1480 train_time:17420ms step_avg:32.08ms
step:544/1480 train_time:17476ms step_avg:32.13ms
step:545/1480 train_time:17528ms step_avg:32.16ms
step:546/1480 train_time:17584ms step_avg:32.20ms
step:547/1480 train_time:17635ms step_avg:32.24ms
step:548/1480 train_time:17690ms step_avg:32.28ms
step:549/1480 train_time:17742ms step_avg:32.32ms
step:550/1480 train_time:17798ms step_avg:32.36ms
step:551/1480 train_time:17849ms step_avg:32.39ms
step:552/1480 train_time:17905ms step_avg:32.44ms
step:553/1480 train_time:17957ms step_avg:32.47ms
step:554/1480 train_time:18014ms step_avg:32.52ms
step:555/1480 train_time:18066ms step_avg:32.55ms
step:556/1480 train_time:18122ms step_avg:32.59ms
step:557/1480 train_time:18175ms step_avg:32.63ms
step:558/1480 train_time:18232ms step_avg:32.67ms
step:559/1480 train_time:18284ms step_avg:32.71ms
step:560/1480 train_time:18340ms step_avg:32.75ms
step:561/1480 train_time:18391ms step_avg:32.78ms
step:562/1480 train_time:18447ms step_avg:32.82ms
step:563/1480 train_time:18499ms step_avg:32.86ms
step:564/1480 train_time:18556ms step_avg:32.90ms
step:565/1480 train_time:18607ms step_avg:32.93ms
step:566/1480 train_time:18664ms step_avg:32.97ms
step:567/1480 train_time:18714ms step_avg:33.01ms
step:568/1480 train_time:18770ms step_avg:33.05ms
step:569/1480 train_time:18822ms step_avg:33.08ms
step:570/1480 train_time:18878ms step_avg:33.12ms
step:571/1480 train_time:18930ms step_avg:33.15ms
step:572/1480 train_time:18986ms step_avg:33.19ms
step:573/1480 train_time:19038ms step_avg:33.23ms
step:574/1480 train_time:19096ms step_avg:33.27ms
step:575/1480 train_time:19147ms step_avg:33.30ms
step:576/1480 train_time:19203ms step_avg:33.34ms
step:577/1480 train_time:19255ms step_avg:33.37ms
step:578/1480 train_time:19312ms step_avg:33.41ms
step:579/1480 train_time:19363ms step_avg:33.44ms
step:580/1480 train_time:19420ms step_avg:33.48ms
step:581/1480 train_time:19472ms step_avg:33.51ms
step:582/1480 train_time:19528ms step_avg:33.55ms
step:583/1480 train_time:19580ms step_avg:33.58ms
step:584/1480 train_time:19636ms step_avg:33.62ms
step:585/1480 train_time:19688ms step_avg:33.65ms
step:586/1480 train_time:19744ms step_avg:33.69ms
step:587/1480 train_time:19795ms step_avg:33.72ms
step:588/1480 train_time:19852ms step_avg:33.76ms
step:589/1480 train_time:19903ms step_avg:33.79ms
step:590/1480 train_time:19959ms step_avg:33.83ms
step:591/1480 train_time:20011ms step_avg:33.86ms
step:592/1480 train_time:20066ms step_avg:33.90ms
step:593/1480 train_time:20119ms step_avg:33.93ms
step:594/1480 train_time:20176ms step_avg:33.97ms
step:595/1480 train_time:20229ms step_avg:34.00ms
step:596/1480 train_time:20285ms step_avg:34.04ms
step:597/1480 train_time:20337ms step_avg:34.07ms
step:598/1480 train_time:20395ms step_avg:34.10ms
step:599/1480 train_time:20445ms step_avg:34.13ms
step:600/1480 train_time:20501ms step_avg:34.17ms
step:601/1480 train_time:20553ms step_avg:34.20ms
step:602/1480 train_time:20609ms step_avg:34.23ms
step:603/1480 train_time:20660ms step_avg:34.26ms
step:604/1480 train_time:20717ms step_avg:34.30ms
step:605/1480 train_time:20769ms step_avg:34.33ms
step:606/1480 train_time:20824ms step_avg:34.36ms
step:607/1480 train_time:20876ms step_avg:34.39ms
step:608/1480 train_time:20933ms step_avg:34.43ms
step:609/1480 train_time:20985ms step_avg:34.46ms
step:610/1480 train_time:21041ms step_avg:34.49ms
step:611/1480 train_time:21093ms step_avg:34.52ms
step:612/1480 train_time:21149ms step_avg:34.56ms
step:613/1480 train_time:21202ms step_avg:34.59ms
step:614/1480 train_time:21259ms step_avg:34.62ms
step:615/1480 train_time:21312ms step_avg:34.65ms
step:616/1480 train_time:21368ms step_avg:34.69ms
step:617/1480 train_time:21421ms step_avg:34.72ms
step:618/1480 train_time:21478ms step_avg:34.75ms
step:619/1480 train_time:21531ms step_avg:34.78ms
step:620/1480 train_time:21586ms step_avg:34.82ms
step:621/1480 train_time:21638ms step_avg:34.84ms
step:622/1480 train_time:21695ms step_avg:34.88ms
step:623/1480 train_time:21746ms step_avg:34.90ms
step:624/1480 train_time:21802ms step_avg:34.94ms
step:625/1480 train_time:21853ms step_avg:34.96ms
step:626/1480 train_time:21909ms step_avg:35.00ms
step:627/1480 train_time:21960ms step_avg:35.02ms
step:628/1480 train_time:22017ms step_avg:35.06ms
step:629/1480 train_time:22070ms step_avg:35.09ms
step:630/1480 train_time:22125ms step_avg:35.12ms
step:631/1480 train_time:22178ms step_avg:35.15ms
step:632/1480 train_time:22234ms step_avg:35.18ms
step:633/1480 train_time:22286ms step_avg:35.21ms
step:634/1480 train_time:22343ms step_avg:35.24ms
step:635/1480 train_time:22394ms step_avg:35.27ms
step:636/1480 train_time:22450ms step_avg:35.30ms
step:637/1480 train_time:22503ms step_avg:35.33ms
step:638/1480 train_time:22559ms step_avg:35.36ms
step:639/1480 train_time:22611ms step_avg:35.38ms
step:640/1480 train_time:22666ms step_avg:35.42ms
step:641/1480 train_time:22718ms step_avg:35.44ms
step:642/1480 train_time:22775ms step_avg:35.48ms
step:643/1480 train_time:22827ms step_avg:35.50ms
step:644/1480 train_time:22884ms step_avg:35.53ms
step:645/1480 train_time:22935ms step_avg:35.56ms
step:646/1480 train_time:22991ms step_avg:35.59ms
step:647/1480 train_time:23043ms step_avg:35.61ms
step:648/1480 train_time:23100ms step_avg:35.65ms
step:649/1480 train_time:23152ms step_avg:35.67ms
step:650/1480 train_time:23208ms step_avg:35.70ms
step:651/1480 train_time:23261ms step_avg:35.73ms
step:652/1480 train_time:23317ms step_avg:35.76ms
step:653/1480 train_time:23370ms step_avg:35.79ms
step:654/1480 train_time:23425ms step_avg:35.82ms
step:655/1480 train_time:23477ms step_avg:35.84ms
step:656/1480 train_time:23534ms step_avg:35.87ms
step:657/1480 train_time:23585ms step_avg:35.90ms
step:658/1480 train_time:23641ms step_avg:35.93ms
step:659/1480 train_time:23693ms step_avg:35.95ms
step:660/1480 train_time:23748ms step_avg:35.98ms
step:661/1480 train_time:23800ms step_avg:36.01ms
step:662/1480 train_time:23857ms step_avg:36.04ms
step:663/1480 train_time:23909ms step_avg:36.06ms
step:664/1480 train_time:23964ms step_avg:36.09ms
step:665/1480 train_time:24016ms step_avg:36.11ms
step:666/1480 train_time:24073ms step_avg:36.15ms
step:667/1480 train_time:24124ms step_avg:36.17ms
step:668/1480 train_time:24181ms step_avg:36.20ms
step:669/1480 train_time:24233ms step_avg:36.22ms
step:670/1480 train_time:24289ms step_avg:36.25ms
step:671/1480 train_time:24341ms step_avg:36.28ms
step:672/1480 train_time:24398ms step_avg:36.31ms
step:673/1480 train_time:24450ms step_avg:36.33ms
step:674/1480 train_time:24505ms step_avg:36.36ms
step:675/1480 train_time:24556ms step_avg:36.38ms
step:676/1480 train_time:24613ms step_avg:36.41ms
step:677/1480 train_time:24664ms step_avg:36.43ms
step:678/1480 train_time:24720ms step_avg:36.46ms
step:679/1480 train_time:24772ms step_avg:36.48ms
step:680/1480 train_time:24827ms step_avg:36.51ms
step:681/1480 train_time:24879ms step_avg:36.53ms
step:682/1480 train_time:24936ms step_avg:36.56ms
step:683/1480 train_time:24989ms step_avg:36.59ms
step:684/1480 train_time:25044ms step_avg:36.61ms
step:685/1480 train_time:25095ms step_avg:36.64ms
step:686/1480 train_time:25152ms step_avg:36.66ms
step:687/1480 train_time:25204ms step_avg:36.69ms
step:688/1480 train_time:25259ms step_avg:36.71ms
step:689/1480 train_time:25310ms step_avg:36.73ms
step:690/1480 train_time:25367ms step_avg:36.76ms
step:691/1480 train_time:25421ms step_avg:36.79ms
step:692/1480 train_time:25478ms step_avg:36.82ms
step:693/1480 train_time:25530ms step_avg:36.84ms
step:694/1480 train_time:25585ms step_avg:36.87ms
step:695/1480 train_time:25637ms step_avg:36.89ms
step:696/1480 train_time:25694ms step_avg:36.92ms
step:697/1480 train_time:25745ms step_avg:36.94ms
step:698/1480 train_time:25801ms step_avg:36.96ms
step:699/1480 train_time:25852ms step_avg:36.98ms
step:700/1480 train_time:25908ms step_avg:37.01ms
step:701/1480 train_time:25960ms step_avg:37.03ms
step:702/1480 train_time:26017ms step_avg:37.06ms
step:703/1480 train_time:26070ms step_avg:37.08ms
step:704/1480 train_time:26126ms step_avg:37.11ms
step:705/1480 train_time:26177ms step_avg:37.13ms
step:706/1480 train_time:26234ms step_avg:37.16ms
step:707/1480 train_time:26285ms step_avg:37.18ms
step:708/1480 train_time:26341ms step_avg:37.21ms
step:709/1480 train_time:26393ms step_avg:37.23ms
step:710/1480 train_time:26449ms step_avg:37.25ms
step:711/1480 train_time:26502ms step_avg:37.27ms
step:712/1480 train_time:26558ms step_avg:37.30ms
step:713/1480 train_time:26610ms step_avg:37.32ms
step:714/1480 train_time:26665ms step_avg:37.35ms
step:715/1480 train_time:26718ms step_avg:37.37ms
step:716/1480 train_time:26775ms step_avg:37.39ms
step:717/1480 train_time:26825ms step_avg:37.41ms
step:718/1480 train_time:26882ms step_avg:37.44ms
step:719/1480 train_time:26933ms step_avg:37.46ms
step:720/1480 train_time:26990ms step_avg:37.49ms
step:721/1480 train_time:27042ms step_avg:37.51ms
step:722/1480 train_time:27099ms step_avg:37.53ms
step:723/1480 train_time:27151ms step_avg:37.55ms
step:724/1480 train_time:27207ms step_avg:37.58ms
step:725/1480 train_time:27258ms step_avg:37.60ms
step:726/1480 train_time:27315ms step_avg:37.62ms
step:727/1480 train_time:27366ms step_avg:37.64ms
step:728/1480 train_time:27423ms step_avg:37.67ms
step:729/1480 train_time:27475ms step_avg:37.69ms
step:730/1480 train_time:27531ms step_avg:37.71ms
step:731/1480 train_time:27583ms step_avg:37.73ms
step:732/1480 train_time:27639ms step_avg:37.76ms
step:733/1480 train_time:27690ms step_avg:37.78ms
step:734/1480 train_time:27746ms step_avg:37.80ms
step:735/1480 train_time:27797ms step_avg:37.82ms
step:736/1480 train_time:27854ms step_avg:37.84ms
step:737/1480 train_time:27905ms step_avg:37.86ms
step:738/1480 train_time:27960ms step_avg:37.89ms
step:739/1480 train_time:28012ms step_avg:37.91ms
step:740/1480 train_time:28068ms step_avg:37.93ms
step:741/1480 train_time:28121ms step_avg:37.95ms
step:742/1480 train_time:28178ms step_avg:37.98ms
step:743/1480 train_time:28231ms step_avg:38.00ms
step:744/1480 train_time:28287ms step_avg:38.02ms
step:745/1480 train_time:28339ms step_avg:38.04ms
step:746/1480 train_time:28396ms step_avg:38.06ms
step:747/1480 train_time:28448ms step_avg:38.08ms
step:748/1480 train_time:28505ms step_avg:38.11ms
step:749/1480 train_time:28557ms step_avg:38.13ms
step:750/1480 train_time:28614ms step_avg:38.15ms
step:750/1480 val_loss:3.8039 train_time:28674ms step_avg:38.23ms
step:751/1480 train_time:28694ms step_avg:38.21ms
step:752/1480 train_time:28723ms step_avg:38.20ms
step:753/1480 train_time:28774ms step_avg:38.21ms
step:754/1480 train_time:28831ms step_avg:38.24ms
step:755/1480 train_time:28882ms step_avg:38.25ms
step:756/1480 train_time:28940ms step_avg:38.28ms
step:757/1480 train_time:28991ms step_avg:38.30ms
step:758/1480 train_time:29046ms step_avg:38.32ms
step:759/1480 train_time:29098ms step_avg:38.34ms
step:760/1480 train_time:29155ms step_avg:38.36ms
step:761/1480 train_time:29205ms step_avg:38.38ms
step:762/1480 train_time:29262ms step_avg:38.40ms
step:763/1480 train_time:29313ms step_avg:38.42ms
step:764/1480 train_time:29370ms step_avg:38.44ms
step:765/1480 train_time:29421ms step_avg:38.46ms
step:766/1480 train_time:29478ms step_avg:38.48ms
step:767/1480 train_time:29530ms step_avg:38.50ms
step:768/1480 train_time:29588ms step_avg:38.53ms
step:769/1480 train_time:29642ms step_avg:38.55ms
step:770/1480 train_time:29699ms step_avg:38.57ms
step:771/1480 train_time:29753ms step_avg:38.59ms
step:772/1480 train_time:29808ms step_avg:38.61ms
step:773/1480 train_time:29860ms step_avg:38.63ms
step:774/1480 train_time:29916ms step_avg:38.65ms
step:775/1480 train_time:29968ms step_avg:38.67ms
step:776/1480 train_time:30023ms step_avg:38.69ms
step:777/1480 train_time:30074ms step_avg:38.71ms
step:778/1480 train_time:30132ms step_avg:38.73ms
step:779/1480 train_time:30183ms step_avg:38.75ms
step:780/1480 train_time:30240ms step_avg:38.77ms
step:781/1480 train_time:30292ms step_avg:38.79ms
step:782/1480 train_time:30348ms step_avg:38.81ms
step:783/1480 train_time:30400ms step_avg:38.82ms
step:784/1480 train_time:30457ms step_avg:38.85ms
step:785/1480 train_time:30510ms step_avg:38.87ms
step:786/1480 train_time:30566ms step_avg:38.89ms
step:787/1480 train_time:30619ms step_avg:38.91ms
step:788/1480 train_time:30677ms step_avg:38.93ms
step:789/1480 train_time:30730ms step_avg:38.95ms
step:790/1480 train_time:30786ms step_avg:38.97ms
step:791/1480 train_time:30838ms step_avg:38.99ms
step:792/1480 train_time:30895ms step_avg:39.01ms
step:793/1480 train_time:30946ms step_avg:39.02ms
step:794/1480 train_time:31001ms step_avg:39.04ms
step:795/1480 train_time:31053ms step_avg:39.06ms
step:796/1480 train_time:31109ms step_avg:39.08ms
step:797/1480 train_time:31160ms step_avg:39.10ms
step:798/1480 train_time:31217ms step_avg:39.12ms
step:799/1480 train_time:31269ms step_avg:39.13ms
step:800/1480 train_time:31324ms step_avg:39.15ms
step:801/1480 train_time:31375ms step_avg:39.17ms
step:802/1480 train_time:31433ms step_avg:39.19ms
step:803/1480 train_time:31484ms step_avg:39.21ms
step:804/1480 train_time:31542ms step_avg:39.23ms
step:805/1480 train_time:31593ms step_avg:39.25ms
step:806/1480 train_time:31650ms step_avg:39.27ms
step:807/1480 train_time:31702ms step_avg:39.28ms
step:808/1480 train_time:31758ms step_avg:39.30ms
step:809/1480 train_time:31811ms step_avg:39.32ms
step:810/1480 train_time:31867ms step_avg:39.34ms
step:811/1480 train_time:31918ms step_avg:39.36ms
step:812/1480 train_time:31975ms step_avg:39.38ms
step:813/1480 train_time:32026ms step_avg:39.39ms
step:814/1480 train_time:32082ms step_avg:39.41ms
step:815/1480 train_time:32133ms step_avg:39.43ms
step:816/1480 train_time:32188ms step_avg:39.45ms
step:817/1480 train_time:32241ms step_avg:39.46ms
step:818/1480 train_time:32297ms step_avg:39.48ms
step:819/1480 train_time:32349ms step_avg:39.50ms
step:820/1480 train_time:32405ms step_avg:39.52ms
step:821/1480 train_time:32458ms step_avg:39.53ms
step:822/1480 train_time:32514ms step_avg:39.56ms
step:823/1480 train_time:32567ms step_avg:39.57ms
step:824/1480 train_time:32622ms step_avg:39.59ms
step:825/1480 train_time:32675ms step_avg:39.61ms
step:826/1480 train_time:32733ms step_avg:39.63ms
step:827/1480 train_time:32785ms step_avg:39.64ms
step:828/1480 train_time:32842ms step_avg:39.66ms
step:829/1480 train_time:32893ms step_avg:39.68ms
step:830/1480 train_time:32949ms step_avg:39.70ms
step:831/1480 train_time:33001ms step_avg:39.71ms
step:832/1480 train_time:33057ms step_avg:39.73ms
step:833/1480 train_time:33108ms step_avg:39.75ms
step:834/1480 train_time:33164ms step_avg:39.76ms
step:835/1480 train_time:33215ms step_avg:39.78ms
step:836/1480 train_time:33272ms step_avg:39.80ms
step:837/1480 train_time:33322ms step_avg:39.81ms
step:838/1480 train_time:33380ms step_avg:39.83ms
step:839/1480 train_time:33432ms step_avg:39.85ms
step:840/1480 train_time:33489ms step_avg:39.87ms
step:841/1480 train_time:33540ms step_avg:39.88ms
step:842/1480 train_time:33598ms step_avg:39.90ms
step:843/1480 train_time:33650ms step_avg:39.92ms
step:844/1480 train_time:33706ms step_avg:39.94ms
step:845/1480 train_time:33757ms step_avg:39.95ms
step:846/1480 train_time:33814ms step_avg:39.97ms
step:847/1480 train_time:33865ms step_avg:39.98ms
step:848/1480 train_time:33921ms step_avg:40.00ms
step:849/1480 train_time:33972ms step_avg:40.01ms
step:850/1480 train_time:34029ms step_avg:40.03ms
step:851/1480 train_time:34080ms step_avg:40.05ms
step:852/1480 train_time:34139ms step_avg:40.07ms
step:853/1480 train_time:34190ms step_avg:40.08ms
step:854/1480 train_time:34246ms step_avg:40.10ms
step:855/1480 train_time:34297ms step_avg:40.11ms
step:856/1480 train_time:34354ms step_avg:40.13ms
step:857/1480 train_time:34406ms step_avg:40.15ms
step:858/1480 train_time:34462ms step_avg:40.17ms
step:859/1480 train_time:34513ms step_avg:40.18ms
step:860/1480 train_time:34569ms step_avg:40.20ms
step:861/1480 train_time:34622ms step_avg:40.21ms
step:862/1480 train_time:34679ms step_avg:40.23ms
step:863/1480 train_time:34732ms step_avg:40.25ms
step:864/1480 train_time:34788ms step_avg:40.26ms
step:865/1480 train_time:34842ms step_avg:40.28ms
step:866/1480 train_time:34898ms step_avg:40.30ms
step:867/1480 train_time:34950ms step_avg:40.31ms
step:868/1480 train_time:35005ms step_avg:40.33ms
step:869/1480 train_time:35056ms step_avg:40.34ms
step:870/1480 train_time:35114ms step_avg:40.36ms
step:871/1480 train_time:35165ms step_avg:40.37ms
step:872/1480 train_time:35221ms step_avg:40.39ms
step:873/1480 train_time:35273ms step_avg:40.40ms
step:874/1480 train_time:35330ms step_avg:40.42ms
step:875/1480 train_time:35381ms step_avg:40.44ms
step:876/1480 train_time:35438ms step_avg:40.45ms
step:877/1480 train_time:35490ms step_avg:40.47ms
step:878/1480 train_time:35546ms step_avg:40.49ms
step:879/1480 train_time:35598ms step_avg:40.50ms
step:880/1480 train_time:35655ms step_avg:40.52ms
step:881/1480 train_time:35707ms step_avg:40.53ms
step:882/1480 train_time:35763ms step_avg:40.55ms
step:883/1480 train_time:35814ms step_avg:40.56ms
step:884/1480 train_time:35871ms step_avg:40.58ms
step:885/1480 train_time:35921ms step_avg:40.59ms
